County,1929_RUNNING,1931_RUNNING,1933_RUNNING,1935_RUNNING,1937_RUNNING,1939_RUNNING,1941_RUNNING,1943_RUNNING,1945_RUNNING,1947_RUNNING,1949_RUNNING,1951_RUNNING,1953_RUNNING,1955_RUNNING,1957_RUNNING,1959_RUNNING,1961_RUNNING,1963_RUNNING,1965_RUNNING,1967_RUNNING,1969_RUNNING,1971_RUNNING,1973_RUNNING,1975_RUNNING,1977_RUNNING,1979_RUNNING,1981_RUNNING,1983_RUNNING,1985_RUNNING,1987_RUNNING,1989_RUNNING,1991_RUNNING,1993_RUNNING,1995_RUNNING,1997_RUNNING,1999_RUNNING,2001_RUNNING,2003_RUNNING,2005_RUNNING,2007_RUNNING,2009_RUNNING,2011_RUNNING,2013_RUNNING,2015_RUNNING,2017_RUNNING,2019_RUNNING,2021_RUNNING,2023_RUNNING,1929_REPS_RUNNING,1931_REPS_RUNNING,1933_REPS_RUNNING,1935_REPS_RUNNING,1937_REPS_RUNNING,1939_REPS_RUNNING,1941_REPS_RUNNING,1943_REPS_RUNNING,1945_REPS_RUNNING,1947_REPS_RUNNING,1949_REPS_RUNNING,1951_REPS_RUNNING,1953_REPS_RUNNING,1955_REPS_RUNNING,1957_REPS_RUNNING,1959_REPS_RUNNING,1961_REPS_RUNNING,1963_REPS_RUNNING,1965_REPS_RUNNING,1967_REPS_RUNNING,1969_REPS_RUNNING,1971_REPS_RUNNING,1973_REPS_RUNNING,1975_REPS_RUNNING,1977_REPS_RUNNING,1979_REPS_RUNNING,1981_REPS_RUNNING,1983_REPS_RUNNING,1985_REPS_RUNNING,1987_REPS_RUNNING,1989_REPS_RUNNING,1991_REPS_RUNNING,1993_REPS_RUNNING,1995_REPS_RUNNING,1997_REPS_RUNNING,1999_REPS_RUNNING,2001_REPS_RUNNING,2003_REPS_RUNNING,2005_REPS_RUNNING,2007_REPS_RUNNING,2009_REPS_RUNNING,2011_REPS_RUNNING,2013_REPS_RUNNING,2015_REPS_RUNNING,2017_REPS_RUNNING,2019_REPS_RUNNING,2021_REPS_RUNNING,2023_REPS_RUNNING
Union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives
Van Buren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003","Rebecca Reynolds, Democrat, 1997-2003"
Wapello,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981<br>Mary A. Gaskill, Democrat, 2003-2021","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981<br>Mary A. Gaskill, Democrat, 2003-2021","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981<br>Mary A. Gaskill, Democrat, 2003-2021","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981<br>Mary A. Gaskill, Democrat, 2003-2021","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981<br>Mary A. Gaskill, Democrat, 2003-2021","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981<br>Mary A. Gaskill, Democrat, 2003-2021","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981<br>Mary A. Gaskill, Democrat, 2003-2021","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981<br>Mary A. Gaskill, Democrat, 2003-2021","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981<br>Mary A. Gaskill, Democrat, 2003-2021","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981<br>Mary A. Gaskill, Democrat, 2003-2021<br>Cherielynn Westrich, Republican, 2021-2023","Edna C. Lawrence, Republican, 1947-1951<br>Sonja Larsen, Republican, 1979-1981<br>Mary A. Gaskill, Democrat, 2003-2021<br>Cherielynn Westrich, Republican, 2021-2023"
Warren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995","Linda L. Beatty, Democrat, 1985-1995<br>Brooke Boden, Republican, 2021-2025","Linda L. Beatty, Democrat, 1985-1995<br>Brooke Boden, Republican, 2021-2025"
Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009","Sandra H. Greiner, Republican, 1993-2001, 2003-2009<br>Heather Hora, Republican, 2023-2025"
Wayne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives
Webster,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949","Amy M. Bloom, Republican, 1947-1949<br>Helen Miller, Democrat, 2003-2019","Amy M. Bloom, Republican, 1947-1949<br>Helen Miller, Democrat, 2003-2019","Amy M. Bloom, Republican, 1947-1949<br>Helen Miller, Democrat, 2003-2019","Amy M. Bloom, Republican, 1947-1949<br>Helen Miller, Democrat, 2003-2019","Amy M. Bloom, Republican, 1947-1949<br>Helen Miller, Democrat, 2003-2019","Amy M. Bloom, Republican, 1947-1949<br>Helen Miller, Democrat, 2003-2019","Amy M. Bloom, Republican, 1947-1949<br>Helen Miller, Democrat, 2003-2019","Amy M. Bloom, Republican, 1947-1949<br>Helen Miller, Democrat, 2003-2019","Amy M. Bloom, Republican, 1947-1949<br>Helen Miller, Democrat, 2003-2019<br>Ann Meyer, Republican, 2019-2025","Amy M. Bloom, Republican, 1947-1949<br>Helen Miller, Democrat, 2003-2019<br>Ann Meyer, Republican, 2019-2025","Amy M. Bloom, Republican, 1947-1949<br>Helen Miller, Democrat, 2003-2019<br>Ann Meyer, Republican, 2019-2025"
Winnebago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives
Winneshiek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives
Woodbury,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,No female representatives,No female representatives,No female representatives,No female representatives,"Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973","Isabel M. Elliott, Democrat, 1937-1941<br>Hallie L. Sargisson, Democrat, 1971-1973"
